Order_Id,Account_Id,Bank_To,Account_To,Amount
33187,2553,Air Bank,41427993,9687.0
33188,2554,J&T Bank ,41483783,7607.0
33189,2555,Fio bank ,57132226,5464.0
33190,2555,Kameron bank,73481118,2261.0
33191,2556,Hypotecni bank,2889705,2006.0
33192,2557,Air Bank,31457412,2806.0
33193,2558,J&T Bank ,46043479,1982.0
33194,2559,Kameron bank,54144173,5123.0
33195,2560,J&T Bank ,63472384,1146.0
33196,2560,PPF Bank,44398903,4445.0
33197,2561,J&T Bank ,62003558,7764.0
33198,2562,Trinity Bank,27375477,2235.0
33199,2563,Air Bank,67025834,2984.0
33200,2564,Moneta Money Bank,96319454,8086.0
33201,2567,Czech export bank,14598107,2574.0
33202,2568,Raiffeisen bank,34637659,5228.0
33203,2568,UniCredit Bank,1379150,1086.0
33204,2568,Czech export bank,99602746,306.0
33205,2569,Czech export bank,55144518,463.0
33206,2569,PPF Bank,14173150,1871.0
33207,2570,Raiffeisen bank,48350596,2051.0
33208,2572,Bank Creditas,86283236,7500.0
33209,2574,Bank Creditas,61405271,9546.0
33210,2575,Bank Creditas,15963220,407.0
33211,2575,Max bank,83146077,2171.0
33212,2576,PPF Bank,24689656,8106.0
33213,2577,Fio bank ,745589,3347.0
33214,2578,Trinity Bank,27696168,2846.0
33215,2579,Czech export bank,96343248,2688.0
33216,2580,Kameron bank,96968262,5016.0
33217,2580,Raiffeisen bank,10807258,1489.0
33218,2581,Czech export bank,81132262,4769.0
33219,2582,Trinity Bank,97059088,1381.0
33220,2582,Bank Creditas,12887466,1748.0
33221,2583,Air Bank,60918307,415.0
33222,2584,Czech export bank,90582960,994.0
33223,2584,Bank Creditas,98448490,582.0
33224,2588,UniCredit Bank,69929891,6509.0
33225,2589,Air Bank,35212731,2236.0
33226,2589,Kameron bank,55523544,1458.0
33227,2590,Air Bank,34911799,1300.0
33228,2590,Raiffeisen bank,50073719,660.0
33229,2590,UniCredit Bank,76566916,60.0
33230,2591,Czech export bank,4184359,3301.0
33231,2592,Raiffeisen bank,8464664,5129.0
33232,2593,UniCredit Bank,41153532,7300.0
33233,2594,Moneta Money Bank,34011191,1189.0
33234,2594,J&T Bank ,21398240,10912.0
33235,2594,Czech export bank,75519376,506.0
33236,2595,Bank Creditas,2264398,3481.0
33237,2596,Trinity Bank,34919470,2285.0
33238,2597,Air Bank,16589868,1398.0
33239,2597,UniCredit Bank,7596224,1957.0
33241,2600,Kameron bank,15214342,4379.0
33242,2602,Fio bank ,62890523,1332.0
33243,2602,Hypotecni bank,59156989,4073.0
33244,2603,Bank Creditas,30168819,3210.0
33245,2604,Czech export bank,53184521,3965.0
33246,2605,Hypotecni bank,47577834,4245.0
33247,2606,Kameron bank,91720389,31.0
33248,2606,Moneta Money Bank,97712260,2443.0
33249,2607,PPF Bank,86115359,1433.0
33250,2607,Moneta Money Bank,82425427,755.0
33251,2607,Trinity Bank,72089344,882.0
33252,2607,Max bank,50356459,1570.0
33253,2608,Czech export bank,78614222,4788.0
33254,2609,Hypotecni bank,66515242,4881.9
33255,2610,Fio bank ,8855772,1842.0
33256,2612,Hypotecni bank,2631092,2259.5
33257,2613,Bank Creditas,6268191,941.0
33258,2613,Moneta Money Bank,49477297,2154.0
33259,2614,Max bank,83787446,2152.0
33260,2616,PPF Bank,7358169,8188.0
33261,2617,Fio bank ,48354953,166.0
33262,2617,Czech export bank,4205275,1867.0
33263,2618,Hypotecni bank,72358518,3223.0
33264,2619,Kameron bank,54822903,5454.0
33265,2620,Air Bank,32839107,3855.0
33266,2621,Kameron bank,59638219,2819.0
33267,2622,Air Bank,32006168,7067.0
33268,2622,Trinity Bank,66704517,5681.0
33269,2623,Trinity Bank,52708911,2891.0
33270,2624,Kameron bank,69800835,10744.0
33271,2625,J&T Bank ,57670444,1922.0
33272,2625,Czech export bank,68053567,4978.0
33275,2627,Raiffeisen bank,30658924,1579.0
33276,2627,Air Bank,29709238,561.0
33277,2628,Moneta Money Bank,64364433,3090.0
33278,2631,J&T Bank ,16949427,2125.0
33279,2632,Trinity Bank,40250009,2042.0
33280,2632,PPF Bank,73459928,41.0
33281,2632,PPF Bank,36942219,2300.0
33282,2636,Raiffeisen bank,24701452,3254.0
33283,2637,PPF Bank,16977686,5194.0
33284,2638,PPF Bank,93051498,1018.0
33285,2638,Kameron bank,13954824,728.0
33286,2638,Max bank,68702125,4538.0
33287,2639,UniCredit Bank,93859052,8633.0
33288,2640,Bank Creditas,20136499,8872.0
33289,2641,Hypotecni bank,13973546,5126.0
33290,2642,PPF Bank,2104819,792.0
33291,2642,PPF Bank,37776649,571.0
33292,2642,Trinity Bank,64703529,2536.0
33295,2644,J&T Bank ,72787970,2563.0
33296,2644,PPF Bank,61139798,124.0
33297,2645,PPF Bank,14088654,389.0
33298,2645,Czech export bank,46016168,631.0
33299,2645,Hypotecni bank,18570590,5457.0
33300,2645,Bank Creditas,91531282,1010.0
33301,2645,Czech export bank,4627538,725.0
33302,2646,Trinity Bank,53211688,3005.8
33303,2646,UniCredit Bank,34138214,6232.0
33304,2646,Czech export bank,72267347,528.0
33305,2646,Fio bank ,99920969,300.0
33306,2647,Air Bank,4161513,5303.0
33307,2649,Moneta Money Bank,28252244,5799.0
33308,2649,Fio bank ,38579416,320.0
33309,2649,Bank Creditas,86506151,177.0
33310,2649,Kameron bank,33442980,655.0
33311,2650,Kameron bank,6979340,4563.0
33312,2651,Air Bank,2372819,3592.9
33313,2651,PPF Bank,13021684,10862.0
33314,2652,J&T Bank ,2992314,1735.0
33315,2652,Fio bank ,98601030,6351.0
33316,2653,Air Bank,49173659,6280.0
33317,2653,J&T Bank ,82124638,2310.0
33318,2654,UniCredit Bank,88949298,3861.0
33319,2655,Hypotecni bank,94447552,2216.0
33320,2655,Fio bank ,637197,2900.0
33321,2655,Hypotecni bank,4603857,89.0
33322,2655,Raiffeisen bank,9168452,1339.0
33323,2656,Czech export bank,41066408,409.0
33324,2656,Czech export bank,42664700,1718.0
33325,2657,Fio bank ,74292081,2174.0
33326,2658,Hypotecni bank,70099252,486.0
33327,2658,UniCredit Bank,3748625,1367.0
33328,2658,J&T Bank ,91022419,417.0
33331,2661,Moneta Money Bank,84294449,4764.0
33332,2662,Czech export bank,1110756,3625.0
33333,2663,Raiffeisen bank,81498741,3877.0
33334,2664,Max bank,60040694,3453.0
33335,2664,Fio bank ,12188804,475.0
33336,2666,Max bank,53003144,647.0
33337,2666,Trinity Bank,41393333,1287.0
33338,2667,Bank Creditas,2693307,2180.0
33339,2668,Air Bank,53599059,9884.0
33344,2670,Kameron bank,38848883,3978.0
33345,2670,J&T Bank ,70427286,4754.0
33346,2671,Fio bank ,40581232,1984.0
33347,2672,Czech export bank,87283455,2111.0
33348,2672,PPF Bank,41447466,211.0
33349,2673,Fio bank ,44548678,1759.0
33350,2673,UniCredit Bank,7310396,4111.0
33351,2676,Czech export bank,32712727,1510.0
33352,2676,PPF Bank,56445985,1339.0
33353,2676,Bank Creditas,71575033,2348.0
33354,2677,Fio bank ,72427195,3926.0
33355,2677,Raiffeisen bank,17019027,641.0
33356,2677,Air Bank,61867588,1599.0
33357,2677,Air Bank,80062365,158.0
33358,2678,Trinity Bank,97883551,3793.0
33359,2679,Kameron bank,25353056,3842.0
33360,2681,Bank Creditas,19728160,4662.0
33361,2681,PPF Bank,27633780,1560.0
33370,2685,J&T Bank ,35602325,2576.0
33371,2686,Czech export bank,79690658,1996.0
33372,2687,Trinity Bank,74690037,3830.0
33373,2688,Air Bank,18395823,2802.0
33374,2689,Air Bank,50778090,2727.0
33375,2689,Max bank,36906784,2121.0
33376,2690,Air Bank,55287820,2017.0
33377,2691,Czech export bank,20484054,1370.0
33378,2692,Moneta Money Bank,59398072,3386.0
33379,2693,PPF Bank,79708873,5852.0
33380,2694,Bank Creditas,95437645,3532.0
33381,2694,Moneta Money Bank,45261365,7636.0
33382,2695,Bank Creditas,45832115,3923.0
33383,2696,Czech export bank,90366512,3115.0
33384,2697,Moneta Money Bank,87258666,378.0
33385,2697,Moneta Money Bank,34090870,3142.0
33386,2697,Trinity Bank,3080630,629.0
33387,2699,Kameron bank,41725951,4816.0
33388,2699,PPF Bank,10817695,3743.0
33389,2699,J&T Bank ,32435608,662.0
33390,2700,Moneta Money Bank,2221990,5221.0
33391,2700,Air Bank,95353859,6129.0
33392,2700,Fio bank ,52413690,1123.0
33393,2700,Czech export bank,33791315,2323.0
33394,2701,UniCredit Bank,46385306,489.0
33395,2701,UniCredit Bank,24402356,5761.0
33396,2702,Hypotecni bank,31848305,3537.0
33397,2702,Hypotecni bank,90875982,29.0
33398,2703,Kameron bank,7336545,2082.0
33401,2705,Air Bank,50098043,2608.2
33402,2705,Moneta Money Bank,33252960,10723.0
33403,2707,Fio bank ,17847508,3032.0
33404,2707,Moneta Money Bank,63447183,2546.0
33405,2709,J&T Bank ,63955408,1969.0
33406,2709,Max bank,79388266,39.0
33407,2709,Raiffeisen bank,95859038,16.0
33408,2711,UniCredit Bank,40865373,7300.0
33409,2711,Bank Creditas,19293779,871.0
33410,2712,Trinity Bank,14783954,2976.0
33411,2713,Max bank,34315210,3387.0
33412,2715,Hypotecni bank,67997187,1707.0
33413,2715,J&T Bank ,56625884,216.0
33414,2715,Raiffeisen bank,7159662,296.0
33415,2716,Fio bank ,36398339,989.0
33416,2716,Max bank,78199630,7456.0
33417,2717,UniCredit Bank,72128897,2271.0
33418,2719,Kameron bank,84430861,2889.0
33419,2720,Bank Creditas,27251911,2608.2
33420,2720,Air Bank,96241729,6206.0
33421,2720,Kameron bank,33301061,4719.0
33422,2721,Fio bank ,69068598,1544.0
33423,2721,Fio bank ,48024463,2200.0
33424,2721,UniCredit Bank,20500302,179.0
33425,2721,Bank Creditas,69458347,73.0
33426,2722,Raiffeisen bank,4174536,1671.0
33427,2723,Raiffeisen bank,3428757,5546.0
33428,2724,Bank Creditas,4672384,6399.0
33429,2725,J&T Bank ,59237199,3197.0
33430,2725,Hypotecni bank,80807143,66.0
33431,2725,PPF Bank,64775931,461.0
33432,2725,Hypotecni bank,31665891,1934.0
33433,2726,Trinity Bank,2342153,5297.0
33434,2728,Czech export bank,99268948,2607.0
33435,2728,Trinity Bank,96346175,11222.0
33436,2729,Kameron bank,18292260,8733.0
33437,2730,Air Bank,36823308,2284.0
33438,2731,J&T Bank ,94928621,5044.0
33439,2732,Bank Creditas,11633754,1564.9
33440,2733,Fio bank ,12963968,780.0
33441,2733,Trinity Bank,39144194,1545.0
33442,2734,Air Bank,90248888,883.0
33443,2734,Max bank,86357444,3310.0
33444,2734,Max bank,25696611,1293.0
33447,2736,Bank Creditas,28956604,4604.0
33448,2737,Hypotecni bank,2289492,4456.0
33449,2738,J&T Bank ,1114500,7762.0
33450,2738,Air Bank,48380392,1152.0
33451,2739,Hypotecni bank,92235922,414.0
33452,2739,Kameron bank,56375890,4173.0
33453,2742,Raiffeisen bank,76674633,128.0
33454,2742,Bank Creditas,59019696,4878.0
33455,2743,Bank Creditas,1417857,3330.0
33456,2743,Moneta Money Bank,18241173,2811.0
33457,2743,Fio bank ,20341313,1870.0
33458,2744,Bank Creditas,49756062,14384.0
33459,2745,Kameron bank,76602530,1076.0
33460,2745,Max bank,59444808,3461.0
33461,2745,Raiffeisen bank,40470147,1465.0
33462,2745,Moneta Money Bank,33104568,3525.0
33463,2746,Fio bank ,11944139,2404.0
33464,2747,PPF Bank,7507563,3826.0
33466,2749,Fio bank ,23250580,14520.0
33467,2750,Max bank,35031116,1750.0
33468,2750,Air Bank,25649327,2229.0
33469,2751,UniCredit Bank,89055364,826.0
33470,2751,Hypotecni bank,57857632,2957.0
33471,2753,Moneta Money Bank,41750717,2768.0
33472,2753,UniCredit Bank,97449540,6869.0
33473,2754,Hypotecni bank,6736475,6985.3
33474,2754,UniCredit Bank,10118246,2882.0
33475,2754,Fio bank ,77635740,226.0
33476,2755,UniCredit Bank,81284296,504.0
33477,2755,Kameron bank,13263649,3263.0
33478,2756,Air Bank,94753807,8702.0
33479,2757,Fio bank ,31494546,2077.0
33480,2758,Fio bank ,46158099,4692.0
33481,2759,UniCredit Bank,6377709,12692.0
33482,2760,Czech export bank,87346362,5369.0
33483,2760,PPF Bank,9268027,4476.0
33484,2761,PPF Bank,99762063,6238.0
33485,2762,Trinity Bank,73534762,4641.0
33486,2762,Max bank,85078340,6892.0
33487,2762,J&T Bank ,75502043,733.0
33488,2763,UniCredit Bank,62060552,4191.2
33489,2763,Kameron bank,90810441,9480.0
33490,2764,Bank Creditas,22728401,1024.0
33491,2764,Bank Creditas,93326770,2382.0
33492,2765,J&T Bank ,33376592,5254.0
33493,2766,Fio bank ,91327929,3498.0
33494,2767,Max bank,37215685,4664.0
33495,2767,Czech export bank,32782268,1333.0
33496,2767,Moneta Money Bank,97537642,1275.0
33497,2768,UniCredit Bank,62968182,2155.0
33501,2770,Air Bank,10137910,494.0
33502,2770,Czech export bank,52641576,1582.0
33503,2770,Moneta Money Bank,41737938,494.0
33504,2771,PPF Bank,67174297,7288.0
33505,2771,PPF Bank,73423743,1479.0
33506,2772,Bank Creditas,65062320,7594.0
33507,2773,Hypotecni bank,54261672,3354.0
33508,2773,Max bank,95782577,154.0
33509,2773,Hypotecni bank,5557954,36.0
33510,2773,PPF Bank,16981333,59.0
33511,2774,Hypotecni bank,60773050,3628.0
33512,2775,Trinity Bank,66799968,3455.5
33513,2775,Kameron bank,56198441,8691.0
33514,2776,Fio bank ,40267509,1647.0
33515,2778,Czech export bank,72472995,192.0
33516,2778,Air Bank,18643141,5821.0
33517,2779,Max bank,95626550,8262.0
33518,2779,Fio bank ,69750815,34.0
33519,2779,Air Bank,93445163,10.0
33520,2779,Bank Creditas,87464,5.0
33521,2782,PPF Bank,16703307,2602.8
33522,2784,UniCredit Bank,51967656,3307.0
33526,2787,Fio bank ,19312352,8356.0
33527,2788,Czech export bank,74001586,3803.0
33528,2789,Hypotecni bank,94019633,2965.0
33529,2789,Air Bank,53360038,229.0
33530,2789,Hypotecni bank,51038181,762.0
33531,2790,Hypotecni bank,30340635,8862.0
33532,2791,Moneta Money Bank,13939756,3215.0
33533,2792,Fio bank ,24712276,2327.0
33534,2793,Trinity Bank,41871547,2301.0
33535,2795,Kameron bank,62608569,1722.0
33536,2795,Trinity Bank,22198647,6366.0
33537,2795,Hypotecni bank,57666754,1869.0
33538,2796,Bank Creditas,33603441,3381.0
33539,2796,UniCredit Bank,37211978,5291.0
33540,2798,Hypotecni bank,61733460,6094.0
33541,2799,Moneta Money Bank,12735343,1043.0
33542,2799,Hypotecni bank,8040637,4870.0
33543,2799,J&T Bank ,2489036,2493.0
33544,2800,Czech export bank,95347153,8740.0
33545,2801,Czech export bank,87508368,3524.0
33546,2802,Bank Creditas,44960343,2412.0
33547,2803,Raiffeisen bank,18263268,1904.0
33548,2805,PPF Bank,21232450,2017.0
33549,2806,UniCredit Bank,74175697,5068.0
33550,2809,Czech export bank,88213985,1764.0
33551,2809,Bank Creditas,59529948,6339.0
33552,2810,Bank Creditas,38680678,392.0
33553,2810,Hypotecni bank,72857814,5828.0
33554,2810,Hypotecni bank,18647271,977.0
33555,2810,PPF Bank,18043649,411.0
33556,2811,Trinity Bank,28944403,1980.9
33557,2811,Hypotecni bank,92551469,14584.0
33558,2812,UniCredit Bank,76939731,8211.0
33559,2813,Czech export bank,75464439,798.0
33560,2813,Moneta Money Bank,57591462,4789.0
33561,2813,Kameron bank,7243586,227.0
33562,2813,Czech export bank,607473,957.0
33563,2814,Fio bank ,14418357,2627.0
33567,2816,PPF Bank,98916184,3933.0
33568,2816,Raiffeisen bank,33418482,644.0
33569,2818,Raiffeisen bank,61242389,1194.0
33570,2818,Czech export bank,17903107,8947.0
33571,2819,Kameron bank,7996678,8713.0
33572,2819,Czech export bank,41235882,748.0
33573,2820,Hypotecni bank,69806456,1645.0
33574,2820,Raiffeisen bank,91463666,1322.0
33575,2821,Trinity Bank,85205876,3933.0
33576,2821,Air Bank,58186644,2122.0
33580,2823,Moneta Money Bank,22294932,2210.0
33581,2824,Trinity Bank,94259202,7289.0
33582,2824,Air Bank,96265625,841.0
33583,2825,Czech export bank,31306642,5284.0
33584,2826,Trinity Bank,23213660,5240.0
33585,2827,Max bank,61289268,1756.0
33591,2830,Kameron bank,33658105,6981.0
33592,2830,J&T Bank ,94782387,2150.0
33593,2831,UniCredit Bank,83744406,3586.0
33594,2831,PPF Bank,53561782,793.0
33595,2831,PPF Bank,29570031,363.0
33596,2831,Moneta Money Bank,48501449,414.0
33597,2832,Hypotecni bank,70201998,2122.0
33598,2833,J&T Bank ,87006002,2970.0
33599,2834,Czech export bank,24967217,2515.0
33600,2834,Moneta Money Bank,82648515,1907.0
33601,2834,UniCredit Bank,78759455,431.0
33602,2834,Hypotecni bank,58814722,2726.0
33603,2836,J&T Bank ,56261038,9472.0
33604,2838,Raiffeisen bank,44696366,2802.0
33605,2838,Air Bank,46153497,1948.0
33606,2838,PPF Bank,42194247,1370.0
33607,2839,J&T Bank ,85834467,3157.0
33608,2839,Raiffeisen bank,46831309,4885.0
33609,2839,UniCredit Bank,26345074,369.0
33610,2839,J&T Bank ,79972260,166.0
33611,2840,Fio bank ,79565185,3557.0
33612,2840,Trinity Bank,9861410,11282.0
33613,2841,Kameron bank,5304688,3536.0
33614,2842,UniCredit Bank,19413084,358.0
33615,2842,Max bank,64184588,930.0
33616,2842,Kameron bank,97435020,862.0
33617,2843,Raiffeisen bank,70247077,7746.0
33618,2845,Trinity Bank,94221847,6559.0
33619,2846,Moneta Money Bank,17155772,2457.0
33620,2847,Fio bank ,9167498,5185.0
33625,2849,Max bank,46355319,2704.0
33626,2850,Fio bank ,60242688,2038.0
33627,2853,Max bank,25895470,2472.0
33628,2854,Max bank,42156320,4186.0
33629,2855,Bank Creditas,19678038,1589.0
33630,2856,Air Bank,3529602,6599.0
33631,2857,Hypotecni bank,60526561,6317.0
33632,2858,Max bank,57180392,5333.0
33633,2858,Air Bank,67071980,786.0
33634,2858,Air Bank,6062734,500.0
33635,2861,Moneta Money Bank,70139986,2613.0
33636,2862,Kameron bank,80541097,1371.0
33637,2862,J&T Bank ,24443286,5728.0
33638,2863,Air Bank,43436944,945.0
33639,2863,Fio bank ,88193910,5223.0
33640,2864,Moneta Money Bank,51518619,890.0
33641,2864,Raiffeisen bank,14610875,413.0
33642,2864,Hypotecni bank,47772210,6308.0
33643,2865,Fio bank ,75203019,3482.0
33644,2865,Czech export bank,5581480,8.0
33645,2865,Bank Creditas,96803217,2.0
33646,2865,Czech export bank,25167072,1.0
33647,2866,Trinity Bank,53555941,5711.0
33648,2867,Trinity Bank,91818844,7523.0
33649,2868,PPF Bank,78688722,3306.0
33650,2869,Max bank,37169212,2562.0
33651,2870,Hypotecni bank,9366387,5851.0
33652,2871,Bank Creditas,62647694,3829.0
33653,2872,J&T Bank ,99307715,4040.0
33654,2872,Bank Creditas,89302223,4059.0
33655,2872,Trinity Bank,76374816,4472.0
33656,2873,Hypotecni bank,11313259,3615.0
33657,2873,Trinity Bank,63152539,2925.0
33658,2873,Trinity Bank,4028761,761.0
33659,2873,Czech export bank,80315440,693.0
33660,2874,Trinity Bank,91025083,2066.0
33661,2876,PPF Bank,30939269,5231.0
33662,2877,Czech export bank,94405835,5305.0
33663,2878,PPF Bank,92538761,3192.0
33664,2879,Hypotecni bank,51897668,7193.0
33665,2880,Kameron bank,74414473,7501.0
33666,2881,Air Bank,90429490,4639.0
33667,2882,UniCredit Bank,48702168,4441.0
33668,2882,Hypotecni bank,76007932,8002.0
33669,2883,PPF Bank,75625574,2497.0
33670,2884,Max bank,41624492,3854.0
33671,2885,PPF Bank,81014710,7905.0
33672,2886,Bank Creditas,55240148,3472.0
33673,2887,Raiffeisen bank,73852997,5645.0
33674,2888,J&T Bank ,40461963,305.0
33675,2888,UniCredit Bank,60675382,2087.0
33676,2889,Max bank,95314317,3292.0
33677,2889,Czech export bank,81463575,5038.0
33678,2890,Kameron bank,53374159,2661.0
33679,2890,Bank Creditas,74552196,2992.0
33680,2891,Fio bank ,1952332,4614.0
33681,2891,Bank Creditas,74825072,4928.0
33682,2891,Kameron bank,25900477,1756.0
33683,2893,Fio bank ,48678463,1503.0
33684,2893,Moneta Money Bank,98864054,751.0
33685,2894,J&T Bank ,24206251,3735.8
33686,2895,J&T Bank ,10887700,5598.0
33687,2896,Czech export bank,14075744,1852.0
33688,2896,Hypotecni bank,62635773,295.0
33689,2897,Max bank,27572107,5751.0
33690,2898,J&T Bank ,96764617,6655.0
33691,2899,Moneta Money Bank,887281,7503.0
33692,2901,UniCredit Bank,42160421,4936.0
33693,2902,Fio bank ,5844581,825.0
33694,2902,Bank Creditas,44056862,5465.0
33695,2903,Kameron bank,77294861,7826.0
33696,2906,PPF Bank,29248845,2454.0
33697,2906,Fio bank ,22673285,6863.0
33698,2906,Trinity Bank,13827365,341.0
33699,2907,Raiffeisen bank,17701733,3983.0
33700,2908,Air Bank,40506255,3207.0
33701,2909,Raiffeisen bank,14482391,7036.0
33702,2910,Max bank,32031208,7291.3
33703,2910,Max bank,77491187,6778.0
33704,2910,Czech export bank,4570603,7656.0
33705,2911,Air Bank,52539229,617.0
33706,2911,J&T Bank ,6411171,4389.0
33707,2911,Max bank,28014308,2572.0
33708,2911,Raiffeisen bank,26874399,1051.0
33709,2912,Moneta Money Bank,80799913,6336.0
33710,2913,Czech export bank,76905709,499.0
33711,2913,Moneta Money Bank,18112695,2481.0
33712,2914,Hypotecni bank,71556800,1822.0
33713,2914,Air Bank,60860872,3367.0
33714,2916,Air Bank,28176665,2096.0
33715,2916,Air Bank,12730980,635.0
33716,2916,Air Bank,94931244,3630.0
33717,2916,Hypotecni bank,87459617,2.0
33718,2917,Raiffeisen bank,62685650,6157.0
33719,2918,Fio bank ,30644363,7997.2
33720,2918,Kameron bank,49901193,10487.0
33721,2919,Bank Creditas,15447330,7331.0
33722,2920,Trinity Bank,16727841,5493.0
33723,2921,Air Bank,71265828,6797.0
33724,2923,Moneta Money Bank,9396666,2786.0
33725,2925,Fio bank ,35286706,4297.0
33726,2926,Hypotecni bank,66115546,1348.0
33727,2926,Hypotecni bank,11561584,1093.0
33728,2926,Moneta Money Bank,88491463,868.0
33729,2926,Max bank,98638396,699.0
33730,2927,Air Bank,20619231,2025.0
33731,2928,Max bank,24262804,3566.0
33732,2929,Raiffeisen bank,11338740,3658.3
33733,2929,Bank Creditas,1906198,226.0
33734,2929,Fio bank ,86361235,11789.0
33735,2930,Max bank,40203636,12032.0
33736,2931,Fio bank ,47281336,2884.0
33737,2932,PPF Bank,13324618,3658.3
33738,2932,Fio bank ,17844856,4920.0
33739,2932,Raiffeisen bank,90025215,26.0
33740,2932,Max bank,90010833,4.0
33741,2932,Fio bank ,33505654,7.0
33742,2933,Air Bank,92012846,4542.0
33743,2933,UniCredit Bank,29096329,5907.0
33744,2935,Max bank,54752987,2100.0
33745,2936,Moneta Money Bank,70934575,4247.0
33746,2936,Czech export bank,93174194,8400.0
33747,2937,PPF Bank,18161338,3230.0
33748,2938,Bank Creditas,98826944,3658.3
33749,2938,UniCredit Bank,35517573,1996.0
33750,2938,Kameron bank,20103186,2288.0
33751,2938,Raiffeisen bank,39321178,6758.0
33752,2939,Moneta Money Bank,76236229,2882.0
33753,2940,Bank Creditas,12957185,7156.0
33756,2942,Fio bank ,93897425,2451.0
33757,2942,Max bank,81376140,1072.0
33760,2944,Fio bank ,674886,2984.0
33761,2944,UniCredit Bank,7655978,615.0
33762,2945,Kameron bank,32185286,1854.0
33763,2946,Hypotecni bank,52027302,2672.0
33764,2947,Fio bank ,70519995,2228.0
33767,2949,Max bank,79491674,783.0
33768,2949,Fio bank ,82074588,1268.0
33769,2950,Fio bank ,59668195,8653.0
33770,2951,Air Bank,2752936,743.0
33771,2951,Fio bank ,88711630,1810.0
33772,2951,Fio bank ,71099632,462.0
33773,2952,Air Bank,60263645,1629.0
33774,2952,Fio bank ,47959893,750.0
33775,2953,UniCredit Bank,9888029,580.0
33776,2953,Max bank,53719216,2848.0
33777,2953,Raiffeisen bank,50650024,1515.0
33778,2954,Hypotecni bank,47941517,8306.0
33779,2955,Fio bank ,2700269,3386.0
33780,2956,UniCredit Bank,21069139,9042.0
33781,2957,Max bank,65183514,4640.0
33782,2958,Trinity Bank,63280850,3261.0
33783,2960,Hypotecni bank,53651827,8884.0
33784,2961,Kameron bank,60457706,606.0
33785,2961,Kameron bank,11433631,1055.0
33786,2962,Air Bank,75064962,2604.5
33787,2963,PPF Bank,31752610,5101.0
33788,2964,Fio bank ,96140092,2306.0
33789,2965,UniCredit Bank,62399500,2648.0
33790,2966,Trinity Bank,86442154,4560.0
33791,2967,Fio bank ,98696469,2666.0
33792,2967,Air Bank,72003149,1042.0
33793,2967,Raiffeisen bank,50707632,4489.0
33794,2968,Kameron bank,52683812,1394.0
33795,2968,Air Bank,56916338,2284.0
33796,2971,PPF Bank,96314990,3554.8
33797,2972,Fio bank ,68329626,3554.8
33798,2973,PPF Bank,8758783,4373.0
33799,2973,J&T Bank ,26884633,212.0
33800,2974,UniCredit Bank,42395120,1546.0
33807,2976,PPF Bank,31364357,8473.0
33808,2977,Max bank,10316992,1727.0
33809,2977,PPF Bank,47011393,3055.0
33810,2978,UniCredit Bank,20491338,3212.0
33811,2979,Fio bank ,8953369,3494.0
33812,2980,Moneta Money Bank,92280965,3316.0
33813,2981,J&T Bank ,49108111,2022.0
33814,2982,Kameron bank,34302795,3438.0
33815,2982,Raiffeisen bank,40149122,8143.0
33816,2982,Trinity Bank,48207306,164.0
33817,2982,Czech export bank,37620991,226.0
33818,2982,Bank Creditas,51036828,23.0
33823,2985,Air Bank,80860942,2113.0
33824,2986,UniCredit Bank,61638289,3301.0
33825,2986,J&T Bank ,64366233,1390.0
33826,2986,Hypotecni bank,94623159,1033.0
33827,2987,Fio bank ,71831965,5569.0
33828,2988,PPF Bank,47759002,7384.0
33829,2989,Fio bank ,70749723,3395.0
33830,2990,Raiffeisen bank,10709649,22.0
33831,2990,Moneta Money Bank,22984445,2704.0
33832,2991,Trinity Bank,62427842,9220.0
33833,2991,J&T Bank ,47281420,121.0
33834,2991,UniCredit Bank,70128237,7.0
33835,2991,PPF Bank,62011402,107.0
33836,2992,Czech export bank,59211057,5396.0
33837,2994,Hypotecni bank,20186478,3217.0
33838,2994,Hypotecni bank,65474504,1354.0
33840,2996,Bank Creditas,55056405,7282.0
33841,2996,Hypotecni bank,21435213,15.0
33842,2996,UniCredit Bank,47044444,99.0
33843,2996,Trinity Bank,27229410,402.0
33844,2997,UniCredit Bank,27474618,1978.0
33845,2998,Czech export bank,27213704,3170.0
33846,2998,UniCredit Bank,53139364,28.0
33847,2998,Trinity Bank,11165088,3.0
33848,2999,Raiffeisen bank,27672302,2806.0
33851,3004,Air Bank,61573129,1522.0
33852,3004,Moneta Money Bank,60290586,1572.0
33853,3005,J&T Bank ,95518534,8125.3
33854,3005,PPF Bank,33958757,6883.0
33855,3005,Kameron bank,44410479,7696.0
33856,3006,Air Bank,98815863,3783.0
33857,3007,J&T Bank ,27930361,983.0
33858,3007,Raiffeisen bank,5890685,1405.0
33859,3007,Max bank,2805859,5596.0
33860,3007,Bank Creditas,61215889,997.0
33861,3008,Fio bank ,79819476,2120.0
33862,3009,Czech export bank,71009987,2739.0
33863,3011,Moneta Money Bank,88863443,2042.0
33864,3011,Hypotecni bank,47335153,138.0
33865,3012,Air Bank,76434039,2601.0
33866,3013,Air Bank,42602026,3064.0
33867,3014,Czech export bank,52151411,4187.0
33868,3015,Hypotecni bank,49125337,18.0
33869,3015,Hypotecni bank,854856,2130.0
33870,3016,Kameron bank,78590231,8517.0
33871,3017,Fio bank ,89721834,3019.0
33872,3017,Kameron bank,12489307,879.0
